Date,Time,CategoryA,CategoryB,Borrowing,Directions,Equipment,Referral,Reference,Other,Catalogue
10/25/2017,10am-12pm,,33,,,,,,,
10/25/2017,10am-12pm,37,,5,,,,,,
10/25/2017,12pm-2pm,35,11,,,,,,,
10/25/2017,12pm-2pm,23,,,,,,15,,39
10/25/2017,2pm-4pm,,,,,,,,,
10/25/2017,2pm-4pm,,,,36,,,,,17
10/28/2017,8am-10am,,,,,,4,10,22,
10/28/2017,8am-10am,,,15,,,,,,
10/28/2017,8am-10am,,,,,,,,,
10/28/2017,10am-12pm,,12,1,,,17,13,,
10/28/2017,10am-12pm,,,19,,,,,,6
10/28/2017,10am-12pm,,34,,,,,,,
10/28/2017,12pm-2pm,,,,,,,,31,
10/28/2017,12pm-2pm,,,2,0,39,,8,,
10/28/2017,12pm-2pm,,,,,19,,,,
10/28/2017,2pm-4pm,,,,,32,,37,,
10/28/2017,2pm-4pm,14,12,,,,,,,
10/28/2017,2pm-4pm,,,,,21,,,,
10/28/2017,2pm-4pm,,,,,,,6,,
10/28/2017,4pm-6pm,,,,,,,,,20
10/28/2017,4pm-6pm,,20,,,,1,,24,
10/28/2017,6pm-8pm,,,,5,,,33,,
10/28/2017,6pm-8pm,7,,,,,17,,,32
10/29/2017,8am-10am,,15,,,,21,,,
10/29/2017,8am-10am,,,,,7,,,,
10/29/2017,10am-12pm,,,3,,,22,,,
10/29/2017,10am-12pm,,40,24,,,,,,
10/29/2017,12pm-2pm,,,,16,2,,,,
10/29/2017,12pm-2pm,16,,,,36,,,,
10/29/2017,2pm-4pm,,,,,,,,18,
10/29/2017,4pm-6pm,23,,,,25,,,,
10/29/2017,4pm-6pm,,,,11,,38,,,
10/29/2017,4pm-6pm,,,34,,,,14,,
10/29/2017,4pm-6pm,19,,,,,4,,,
10/29/2017,6pm-8pm,,,,,,,,,
10/30/2017,8am-10am,4,,5,,,,,,
10/30/2017,8am-10am,,,,,,,,,
10/30/2017,10am-12pm,26,,,,,,,,
10/30/2017,10am-12pm,,,,,,5,12,,
10/30/2017,10am-12pm,,15,,,18,,,13,
10/30/2017,12pm-2pm,,23,,,,,,,
10/30/2017,12pm-2pm,36,,,33,,,,,
10/30/2017,12pm-2pm,,,,,,,,,
10/30/2017,2pm-4pm,,,,,,,,,
10/30/2017,2pm-4pm,,,23,,,,,,7
10/30/2017,2pm-4pm,,,,,,,22,,
10/30/2017,4pm-6pm,20,,39,,,,,,
10/30/2017,4pm-6pm,,,,,,,5,,16
10/30/2017,6pm-8pm,20,,,,,,,,
10/31/2017,8am-10am,28,,,,,,34,,31
10/31/2017,8am-10am,4,,,31,,19,,,
10/31/2017,10am-12pm,2,,,,,,20,,
10/31/2017,10am-12pm,,,28,,,,,,
10/31/2017,12pm-2pm,35,,,,31,,,31,
10/31/2017,12pm-2pm,,,,,,,,,
10/31/2017,2pm-4pm,,,,,,6,,4,
10/31/2017,2pm-4pm,,,,,,,,,
10/31/2017,4pm-6pm,,,,,,,,,33
10/31/2017,4pm-6pm,,,,,15,,29,,
10/31/2017,6pm-8pm,39,25,,,,,9,16,
10/31/2017,6pm-8pm,23,,,16,,,,24,
11/1/2017,10am-12pm,,32,36,9,,1,25,,
11/1/2017,10am-12pm,,11,,,,,,,
11/1/2017,10am-12pm,23,,,,31,,,,
11/1/2017,12pm-2pm,,,,,,,,,
11/1/2017,12pm-2pm,,,,,,,,,
11/1/2017,2pm-4pm,,33,15,,,,,31,
11/1/2017,2pm-4pm,31,,12,,,,,,
11/1/2017,4pm-6pm,,,,25,,2,,,38
11/1/2017,4pm-6pm,4,,39,,26,26,16,15,10
11/1/2017,6pm-8pm,,27,,,,,,,0
11/1/2017,6pm-8pm,,,,16,,39,,,39
11/2/2017,8am-10am,7,,,,,,,,25
11/2/2017,8am-10am,,,,,,,,,
11/2/2017,10am-12pm,,20,,,,,4,1,
11/2/2017,10am-12pm,,,,,,,,,
11/2/2017,12pm-2pm,,,,,22,,,,3
11/2/2017,12pm-2pm,,6,,,,,,,
11/2/2017,12pm-2pm,,,14,,,,,,
11/2/2017,2pm-4pm,,,,3,,,,,23
11/2/2017,2pm-4pm,,,,,28,,,,
11/2/2017,4pm-6pm,,37,20,,16,,,,
11/2/2017,4pm-6pm,,,,,,,39,,
11/3/2017,8am-10am,,,,,,,,,
11/3/2017,8am-10am,22,,17,,37,,19,,
11/3/2017,10am-12pm,,,25,,,,35,,
11/3/2017,10am-12pm,,33,,,,,,,
11/3/2017,12pm-2pm,,13,,,25,,,,
11/3/2017,2pm-4pm,,,,,24,,,,
11/4/2017,8am-10am,,,16,,,26,,,
11/4/2017,8am-10am,,,,,,,,,
11/4/2017,10am-12pm,,,1,,,15,,,
11/4/2017,10am-12pm,7,,,,,,15,,
11/4/2017,12pm-2pm,,,13,,,,,,
11/4/2017,12pm-2pm,,,35,36,25,10,,17,
11/4/2017,2pm-4pm,,,,,,8,35,36,
11/4/2017,2pm-4pm,,,,,0,,,,
11/4/2017,4pm-6pm,,19,,,,,,,
11/4/2017,4pm-6pm,,,2,,32,31,,,
11/4/2017,6pm-8pm,,,,,,34,,,
11/4/2017,6pm-8pm,,,,,,,,,21
11/5/2017,8am-10am,15,,,,,,,,
11/5/2017,8am-10am,,,,,,,,,
11/5/2017,12pm-2pm,,,,,,16,,,
11/5/2017,10am-12pm,,,,,,32,,,
11/5/2017,12pm-2pm,,,,5,24,37,,20,
11/5/2017,12pm-2pm,,,,,3,,,,
11/5/2017,2pm-4pm,,,,,,,,,
11/5/2017,2pm-4pm,,,,,,,,,
11/5/2017,4pm-6pm,,,,,,,,,
11/5/2017,6pm-8pm,,,,,,,,,19
11/5/2017,4pm-6pm,,38,,,,,7,,
11/5/2017,4pm-6pm,,,,,,,,8,
11/5/2017,6pm-8pm,,,,,,11,,36,
11/6/2017,8am-10am,25,18,,,,,,,
11/6/2017,8am-10am,,,,,,,,,
11/6/2017,10am-12pm,,,,,,,,,
11/6/2017,10am-12pm,,,,,,37,,,
11/6/2017,12pm-2pm,,,3,,,,,,10
11/6/2017,12pm-2pm,,,,,,,,,13
11/6/2017,12pm-2pm,17,,,20,,32,,,
11/6/2017,2pm-4pm,,6,,0,,25,,,
11/6/2017,2pm-4pm,,,,,,30,,,
11/6/2017,2pm-4pm,,35,,,,,,,38
11/6/2017,4pm-6pm,,,,,33,37,,33,17
11/6/2017,6pm-8pm,,,24,,,,,,
11/7/2017,8am-10am,,,,,31,,,,
11/7/2017,8am-10am,,,,11,,0,,,
11/7/2017,10am-12pm,,,,,,,,15,33
11/7/2017,10am-12pm,,,,,,4,,,
11/7/2017,12pm-2pm,20,,,,,,32,,
11/7/2017,12pm-2pm,,,,,,,,0,
11/7/2017,2pm-4pm,,,,,,,,,
11/7/2017,2pm-4pm,18,,,,,,,,
11/7/2017,4pm-6pm,4,25,,,,8,,,26
11/7/2017,4pm-6pm,,,,,19,,0,,33
11/7/2017,6pm-8pm,36,,28,,,24,9,,
11/7/2017,6pm-8pm,,,1,,,0,,,
11/8/2017,8am-10am,,39,,,,,,,15
11/8/2017,8am-10am,,,19,,33,,,,
11/8/2017,10am-12pm,30,,,,,,,,
11/8/2017,10am-12pm,31,,,6,,,,28,
11/8/2017,12pm-2pm,,,,,,,,,
11/8/2017,12pm-2pm,,,,,,,,,
11/8/2017,2pm-4pm,29,,,,,,19,,
11/8/2017,2pm-4pm,,,,,,,,,
11/8/2017,2pm-4pm,,,,23,,,6,,
11/8/2017,4pm-6pm,,,2,,,,,39,
11/8/2017,4pm-6pm,,,,7,1,38,21,,
11/8/2017,6pm-8pm,,,,,,,30,,
11/8/2017,6pm-8pm,,,,,,17,,,
11/9/2017,8am-10am,,,,,,,,,
11/9/2017,10am-12pm,6,4,,10,,22,26,7,
11/9/2017,12pm-2pm,,25,,29,,,,,
11/9/2017,2pm-4pm,,23,,,13,,,,37
11/10/2017,8am-10am,,,,,,2,2,,
11/10/2017,10am-12pm,19,,,,,5,,,
11/10/2017,10am-12pm,,,,,0,,,,34
11/10/2017,12pm-2pm,,21,,26,3,,,,
11/10/2017,12pm-2pm,,16,,3,,,,,
11/10/2017,2pm-4pm,,,,,,,,,
11/10/2017,4pm-6pm,,11,,30,,,,,7
11/10/2017,2pm-4pm,,,,,,,,,
11/11/2017,8am-10am,,,,,,,,,15
11/11/2017,10am-12pm,,11,14,,,,,,
11/11/2017,12pm-2pm,,23,,,,,24,,
11/11/2017,2pm-4pm,,,17,,,,,,
11/11/2017,2pm-4pm,,,,4,,,,,
11/11/2017,4pm-6pm,,,,15,,,32,,
11/11/2017,6pm-8pm,,,,,,,,,10
11/11/2017,4pm-6pm,,5,,,,33,,,
11/12/2017,8am-10am,,,37,24,,,24,1,
11/12/2017,8am-10am,,,1,,,,,22,
11/12/2017,10am-12pm,,,,,39,,,,
11/12/2017,10am-12pm,,,,,,,,,8
11/12/2017,12pm-2pm,7,,,,,,,,
11/12/2017,12pm-2pm,,,,,38,22,,31,
11/12/2017,2pm-4pm,,,,,,,,,
11/12/2017,2pm-4pm,,39,,,,,36,,
11/12/2017,4pm-6pm,2,23,,,,,,,
11/12/2017,6pm-8pm,13,,,,,,,,
11/12/2017,4pm-6pm,,1,,,,5,,,14
11/12/2017,6pm-8pm,,35,,,,17,,,
11/13/2017,8am-10am,,,,31,,,4,,
11/13/2017,8am-10am,28,,,1,,,,,
11/13/2017,10am-12pm,15,,,,,,,,
11/13/2017,10am-12pm,,,,,,,,,
11/13/2017,12pm-2pm,,,,,,,,36,
11/13/2017,12pm-2pm,,,,,9,,,,
11/13/2017,12pm-2pm,,,,11,,,,5,
11/13/2017,2pm-4pm,37,,,,8,,,,36
11/13/2017,2pm-4pm,36,,30,1,,,,,
11/13/2017,4pm-6pm,,,,,,,,22,
11/13/2017,6pm-8pm,,,,,,,5,,39
11/14/2017,8am-10am,,,10,,38,,,,
11/14/2017,8am-10am,2,,36,,,,,,23
11/14/2017,10am-12pm,,2,25,31,,32,7,,1
11/14/2017,10am-12pm,,21,,,,,,,
11/14/2017,12pm-2pm,,,,,,,,,
11/13/2017,4pm-6pm,8,16,,,,,32,12,
11/14/2017,6pm-8pm,,,,,,37,4,,
11/14/2017,2pm-4pm,,,34,,,,15,,
11/14/2017,12pm-2pm,,,,,,,21,,
11/14/2017,2pm-4pm,,,,,,,,,
11/14/2017,4pm-6pm,39,,,,,33,11,12,
11/14/2017,4pm-6pm,,,,24,,,,,
11/14/2017,6pm-8pm,8,19,,,,,,,
11/14/2017,6pm-8pm,,,,,,,,,
11/15/2017,8am-10am,14,,,,16,,,,
11/15/2017,8am-10am,,,,,,16,,,
11/15/2017,10am-12pm,,32,,,16,,,,
11/15/2017,12pm-2pm,,,,,,,,,
11/15/2017,12pm-2pm,,,,38,,,,,35
11/15/2017,2pm-4pm,,27,,,,,,,
11/15/2017,2pm-4pm,37,36,,5,,,2,,
11/15/2017,4pm-6pm,,,,16,,,,,
11/15/2017,4pm-6pm,0,,,18,,,,,
11/15/2017,6pm-8pm,,,,,,,,,
11/15/2017,6pm-8pm,,,,5,14,,,,
11/16/2017,8am-10am,,,,,,36,,1,0
11/16/2017,8am-10am,4,,,,,9,,,
11/16/2017,10am-12pm,13,,,,,35,,27,
11/16/2017,12pm-2pm,,23,,,4,19,,,
11/16/2017,10am-12pm,,,,20,,,,,
11/16/2017,12pm-2pm,,,,,,,27,,3
11/16/2017,2pm-4pm,,,,,,7,,,
11/16/2017,2pm-4pm,,,,,7,,,,
11/16/2017,4pm-6pm,,,,,,,,,
11/16/2017,4pm-6pm,,,31,,38,6,4,0,10
11/16/2017,4pm-6pm,,17,,,,,,,11
11/17/2017,8am-10am,,,14,,,,,,29
11/17/2017,8am-10am,9,39,30,,,37,,9,
11/17/2017,10am-12pm,,,23,,,,,,
11/17/2017,12pm-2pm,,,,,,34,,,
11/17/2017,10am-12pm,,,,,,16,,,
11/17/2017,12pm-2pm,,,9,,,,,,
11/17/2017,12pm-2pm,,,,30,,,,,
11/17/2017,2pm-4pm,,,,,,,,16,39
11/17/2017,2pm-4pm,,,,,,,,,
11/18/2017,8am-10am,,,,,,,,,
11/18/2017,8am-10am,,,,22,15,,4,10,
11/18/2017,10am-12pm,,10,10,,,,,2,
11/18/2017,10am-12pm,2,,31,,,,,,
11/18/2017,12pm-2pm,,,,,,,0,,
11/18/2017,2pm-4pm,38,,,24,,,10,,12
11/18/2017,4pm-6pm,,,,,,,30,,5
11/18/2017,4pm-6pm,,39,16,,,,,,
11/18/2017,6pm-8pm,30,35,,,,,,,
11/19/2017,8am-10am,,14,,,,,,34,
11/19/2017,8am-10am,,10,,,,16,,,
11/19/2017,10am-12pm,,,,,,18,,,
11/19/2017,10am-12pm,,28,,,,,18,,
11/19/2017,12pm-2pm,,,29,,,,,,
11/19/2017,12pm-2pm,,,,,,22,,,
11/19/2017,12pm-2pm,24,,,,,,,,
11/19/2017,2pm-4pm,,,9,,,36,11,,
11/19/2017,2pm-4pm,,,,,,,,,
11/19/2017,4pm-6pm,,,,22,31,,16,10,
11/19/2017,4pm-6pm,,,,26,,,,,
11/19/2017,6pm-8pm,,,,,16,,,,
11/19/2017,6pm-8pm,,15,5,,,15,,,
11/20/2017,8am-10am,,,,,,,,,
11/20/2017,8am-10am,,,,,,,27,,
11/20/2017,10am-12pm,,,,,27,,,,
11/20/2017,10am-12pm,,,,,26,18,,,
11/20/2017,12pm-2pm,,,,,,,,,
11/20/2017,12pm-2pm,,,,,,,,,
11/20/2017,2pm-4pm,,37,35,16,,,14,,
11/20/2017,2pm-4pm,2,,,,3,,,,11
11/20/2017,4pm-6pm,,,,0,,,,,
11/20/2017,6pm-8pm,,,,,14,8,,,
11/21/2017,8am-10am,19,,,4,1,,,18,37
11/21/2017,8am-10am,,,,,,,,,
11/21/2017,10am-12pm,,,,,31,,,35,
11/21/2017,10am-12pm,,26,7,1,,16,3,,
11/21/2017,10am-12pm,,,,,,29,,,
11/21/2017,2pm-4pm,23,,,,,,,12,
11/21/2017,4pm-6pm,,,,13,,,,,
11/21/2017,4pm-6pm,24,,,,,,,,
11/21/2017,6pm-8pm,,,20,,,,,,
11/21/2017,6pm-8pm,,,,,,39,,,1
11/22/2017,8am-10am,,,,13,,,,,38
11/22/2017,8am-10am,22,35,,,,,,18,
11/22/2017,10am-12pm,,12,,,,35,24,,
11/22/2017,10am-12pm,,,,,31,,,1,
11/22/2017,12pm-2pm,,,,,,,38,,
11/22/2017,12pm-2pm,8,,32,,,,,30,
11/22/2017,2pm-4pm,,,,36,20,,,,
11/22/2017,4pm-6pm,,,32,,,2,,0,
11/22/2017,6pm-8pm,,,,,,17,,,29
11/22/2017,4pm-6pm,,,,30,10,26,37,,
11/22/2017,6pm-8pm,,,8,,,26,,,0
11/23/2017,8am-10am,,,,,,13,,,
11/23/2017,8am-10am,,,9,,14,,,,
11/23/2017,10am-12pm,27,,31,,,,,,
11/23/2017,12pm-2pm,,9,,,,,,,
11/23/2017,10am-12pm,,,,30,29,,,,
11/23/2017,2pm-4pm,,,,,,,35,26,
11/24/2017,8am-10am,,,,,,,,28,
11/24/2017,8am-10am,,,,,,,,,17
11/24/2017,10am-12pm,,,,,25,,,,
11/24/2017,10am-12pm,,,29,,,,12,,34
11/24/2017,12pm-2pm,,,,,39,,,37,
11/24/2017,2pm-4pm,,,,,,,,8,
11/24/2017,12pm-2pm,,,,,,,,15,
11/24/2017,4pm-6pm,,,18,,,,,,23
11/25/2017,8am-10am,13,,4,24,7,,,,
11/25/2017,10am-12pm,12,,38,,,33,,33,29
11/25/2017,12pm-2pm,6,,,,,,,,
11/25/2017,2pm-4pm,11,,,,,33,,,
11/26/2017,8am-10am,,,,,,,,,
11/26/2017,8am-10am,19,,,23,,10,,,30
11/26/2017,8am-10am,27,,,,,35,,,
11/26/2017,10am-12pm,15,21,,,,,,,
11/26/2017,10am-12pm,,,,,23,,4,23,
11/26/2017,12pm-2pm,,,17,,27,,,,
11/26/2017,2pm-4pm,,,,13,8,30,15,11,
11/26/2017,4pm-6pm,,,,,,,,,30
11/26/2017,6pm-8pm,,,,,,,,25,
11/27/2017,8am-10am,,,4,,,,,,
11/27/2017,10am-12pm,,,,,,,,,23
11/27/2017,8am-10am,,5,1,,,,,,
11/27/2017,10am-12pm,23,,4,,29,,,,
11/27/2017,12pm-2pm,,,,32,,,,,
11/27/2017,12pm-2pm,2,,,,,,,24,
11/27/2017,12pm-2pm,,,,,0,36,,,
11/27/2017,2pm-4pm,,,,,,,,31,
11/27/2017,2pm-4pm,,,,,,,,16,25
11/27/2017,2pm-4pm,,,29,,,,20,,
11/27/2017,4pm-6pm,,,,,,,,,
11/27/2017,6pm-8pm,,17,,,,,,,
11/28/2017,8am-10am,,,,,,,15,,30
11/28/2017,8am-10am,,,,,,,,,
11/28/2017,10am-12pm,24,,1,,,5,,,
11/28/2017,10am-12pm,,,,,,,,,
11/28/2017,12pm-2pm,,38,,,,,30,,19
11/28/2017,12pm-2pm,,,,,,,,,
11/28/2017,2pm-4pm,,10,,,,3,,3,
11/28/2017,2pm-4pm,,,,,,,,,32
11/28/2017,4pm-6pm,,7,,,,16,,,
11/28/2017,4pm-6pm,,,,,,,,,
11/28/2017,6pm-8pm,12,,,,,,,,
11/28/2017,6pm-8pm,,1,,,,,,,
11/29/2017,8am-10am,,,,22,,,,,21
11/29/2017,8am-10am,,,,22,,,,,
11/29/2017,10am-12pm,,,,,,,15,,
11/29/2017,10am-12pm,,,,,25,,,27,
11/29/2017,12pm-2pm,,,13,,,,,34,35
11/29/2017,12pm-2pm,,7,20,,,20,,,
11/29/2017,2pm-4pm,,14,,36,,,,1,
11/29/2017,2pm-4pm,34,,4,,,,,,
11/29/2017,4pm-6pm,,,,,,,,,3
11/29/2017,4pm-6pm,,,,,,,,,
11/29/2017,6pm-8pm,,3,,,39,,,,15
11/29/2017,6pm-8pm,,,,,,,,4,
11/30/2017,8am-10am,23,,,,25,,,22,
11/30/2017,10am-12pm,,,35,,,20,,3,
11/30/2017,12pm-2pm,,,,,6,,,,
12/1/2017,8am-10am,,,,,,,,34,
12/1/2017,8am-10am,,,,31,12,,,,
12/1/2017,10am-12pm,,36,,,,19,,,23
12/1/2017,10am-12pm,34,,,,,,,,
12/1/2017,12pm-2pm,,,,,,,,,
12/1/2017,12pm-2pm,,,,,,,,,20
12/1/2017,2pm-4pm,,11,,,11,,17,,
12/1/2017,4pm-6pm,,,,8,,,,,
12/2/2017,8am-10am,,9,,15,,31,,5,
12/2/2017,8am-10am,,,,,,,,29,
12/2/2017,10am-12pm,,,,,,,,,
12/2/2017,12pm-2pm,,,,,,,,,
12/2/2017,2pm-4pm,,,,15,,21,,7,3
12/2/2017,2pm-4pm,8,,,,3,,,,21
12/2/2017,4pm-6pm,,,,,23,,,,
12/2/2017,4pm-6pm,,,,27,,33,16,,
12/2/2017,6pm-8pm,,12,,,,,2,,
12/2/2017,6pm-8pm,,,,,,,,,4
12/3/2017,8am-10am,,,,,11,25,,,
12/3/2017,8am-10am,,,,,2,,,,
12/3/2017,10am-12pm,,18,,,,,,3,
12/3/2017,10am-12pm,,,,,30,,,,
12/3/2017,12pm-2pm,34,,,20,,,3,,
12/3/2017,12pm-2pm,,7,,,7,,26,18,
12/3/2017,2pm-4pm,,30,,,,,15,,
12/3/2017,2pm-4pm,,,,,,,,,
12/3/2017,4pm-6pm,,,,,,,,,
12/3/2017,4pm-6pm,,23,16,,,,23,,
12/3/2017,6pm-8pm,,,30,15,1,,21,,
12/3/2017,6pm-8pm,,4,,,,,,,
12/4/2017,8am-10am,,,,,39,,16,13,
12/4/2017,10am-12pm,29,,,,,,,,
12/4/2017,12pm-2pm,,,,,,,,20,
12/4/2017,12pm-2pm,,16,,,13,,,,
12/4/2017,2pm-4pm,,,,,,,,,
12/4/2017,2pm-4pm,,9,,,,,,,34
12/4/2017,4pm-6pm,,,,,,26,,,
12/4/2017,6pm-8pm,,,,4,,,,,
12/5/2017,8am-10am,,,,10,,,,,
12/5/2017,8am-10am,,36,,0,,,,,
12/5/2017,10am-12pm,,,,,,,,,
12/5/2017,8am-10am,11,,,,,30,,,
12/5/2017,10am-12pm,,,,,12,,,,
12/5/2017,12pm-2pm,24,19,,13,,,,,
12/5/2017,12pm-2pm,,,,23,,13,,,
12/5/2017,2pm-4pm,,27,,,,,,,
12/5/2017,2pm-4pm,35,,,1,27,,,,
12/5/2017,4pm-6pm,,,,,20,,29,21,
12/5/2017,4pm-6pm,,,,,,,,,
12/5/2017,6pm-8pm,,,,,,12,,,
12/5/2017,6pm-8pm,,,,33,,,,,
12/6/2017,8am-10am,,2,,,,,28,,
12/6/2017,8am-10am,,,,3,,,26,,
12/6/2017,10am-12pm,,,9,,,,39,,27
12/6/2017,10am-12pm,5,35,,,23,,,,
12/6/2017,12pm-2pm,30,,,,,,,,36
12/6/2017,2pm-4pm,1,,4,,,,,,
12/6/2017,2pm-4pm,,,,16,,,20,25,
12/6/2017,4pm-6pm,,,21,,,,,,
12/6/2017,4pm-6pm,,7,,,,,,,27
12/6/2017,6pm-8pm,,24,,17,,,,,
12/6/2017,6pm-8pm,,,27,,,25,,,
12/7/2017,8am-10am,,,17,,23,,35,,
12/7/2017,10am-12pm,,,,,,,34,,
12/7/2017,12pm-2pm,,5,,,19,,,,
12/7/2017,2pm-4pm,,,,,,,,,18
12/7/2017,12pm-2pm,,39,,4,,,,,23
12/8/2017,8am-10am,,,,,,12,,,
12/8/2017,8am-10am,,,,,,38,,,
12/8/2017,10am-12pm,,,,,,,,,
12/8/2017,10am-12pm,,,,39,,,,30,
12/8/2017,12pm-2pm,28,,10,0,,,,,27
12/8/2017,12pm-2pm,0,,,,,34,,,
12/8/2017,2pm-4pm,,,,,,22,,20,
12/8/2017,4pm-6pm,,,,,,8,,,
12/8/2017,4pm-6pm,,,,36,,,,12,
12/9/2017,8am-10am,,,,,,,,,
12/9/2017,8am-10am,,20,,,,18,32,,9
12/9/2017,10am-12pm,,,,8,,20,,,
12/9/2017,12pm-2pm,,,,,,,,,
12/9/2017,2pm-4pm,,,,,,,,,
12/9/2017,4pm-6pm,,35,,,37,,,,
12/9/2017,2pm-4pm,4,,,16,,,29,,
12/9/2017,4pm-6pm,,8,,,,,,,25
12/9/2017,6pm-8pm,,,,10,33,,,15,
12/10/2017,8am-10am,,,,,35,,,,
12/10/2017,8am-10am,,,,,,,25,,25
12/10/2017,10am-12pm,,,23,,,,,5,
12/10/2017,10am-12pm,,,,,,,6,24,
12/10/2017,12pm-2pm,,,,,,,,,
12/10/2017,12pm-2pm,,,0,,,,,,
12/10/2017,2pm-4pm,,,,,,19,,,
12/10/2017,2pm-4pm,,,,,,,,,
12/10/2017,4pm-6pm,,,,,,,35,31,
12/10/2017,4pm-6pm,,,,,,,5,19,
12/10/2017,6pm-8pm,,4,5,,,,,,
12/11/2017,8am-10am,,13,,33,37,,,,
12/11/2017,8am-10am,,,,,,5,,8,1
12/11/2017,10am-12pm,,8,,32,,,28,11,
12/11/2017,10am-12pm,,,,,,,,,
12/11/2017,12pm-2pm,,,,,,,,,29
12/11/2017,2pm-4pm,,14,,,,,,,
12/11/2017,4pm-6pm,,,,19,,,,,
12/11/2017,6pm-8pm,,,,,,,,,
12/12/2017,8am-10am,,,10,,,18,,,
12/12/2017,8am-10am,,,,,29,6,,,
12/12/2017,10am-12pm,,,,,39,37,,,
12/12/2017,10am-12pm,29,,,,35,,,,
12/12/2017,12pm-2pm,34,,,,,,,,
12/12/2017,12pm-2pm,,,28,28,,,,,
12/12/2017,2pm-4pm,20,,,17,,,,21,
12/12/2017,2pm-4pm,,9,,,,,,,
12/12/2017,4pm-6pm,,,,27,,9,,,
12/12/2017,4pm-6pm,,,,,,8,,17,
12/12/2017,6pm-8pm,,27,31,,24,,5,,
12/12/2017,6pm-8pm,,22,34,,,30,,,
12/13/2017,8am-10am,,,,,,11,,,
12/13/2017,8am-10am,,,,,,,,,
12/13/2017,10am-12pm,,,,,23,36,,,
12/13/2017,10am-12pm,,,,,,,16,,
12/13/2017,12pm-2pm,10,12,,,,,,15,
12/13/2017,12pm-2pm,,,,,,36,,,
12/13/2017,2pm-4pm,,,,,,,,,23
12/13/2017,2pm-4pm,,,21,,,3,,,
12/13/2017,4pm-6pm,,17,,,,,,,
12/13/2017,6pm-8pm,31,29,,,,,,,
12/13/2017,6pm-8pm,,27,,21,6,30,,19,
12/14/2017,8am-10am,30,17,,,,,,,
12/14/2017,10am-12pm,,,,,,,,,
12/14/2017,12pm-2pm,,,,,34,,,,0
12/14/2017,12pm-2pm,,,,,,,,,
12/14/2017,2pm-4pm,,,,,,,29,33,
12/14/2017,4pm-6pm,12,,,,38,,35,,
12/14/2017,2pm-4pm,,,,,39,,,,
12/15/2017,8am-10am,,,33,,35,,22,,
12/15/2017,8am-10am,,,20,36,,,,,38
12/15/2017,10am-12pm,,,,,,,,,
12/15/2017,10am-12pm,21,,,,,,,14,
12/15/2017,12pm-2pm,,,,,,17,,,
12/15/2017,12pm-2pm,,,,,,,,,21
12/15/2017,2pm-4pm,,19,,,,16,,,
12/15/2017,4pm-6pm,20,,,,,,,,13
12/15/2017,2pm-4pm,,,,,,,,,
12/16/2017,8am-10am,,,,36,,,,,
12/16/2017,8am-10am,,,,,,,19,,14
12/16/2017,10am-12pm,,4,,,,1,,20,30
12/16/2017,10am-12pm,9,,,,,22,,,
12/16/2017,12pm-2pm,19,,,,,,,,
12/16/2017,12pm-2pm,,,,,37,,,,
12/16/2017,2pm-4pm,,,1,,,,36,,
12/16/2017,4pm-6pm,2,,,,,,17,22,
12/16/2017,6pm-8pm,38,,,20,,,,2,
12/17/2017,8am-10am,,2,,,,,,,
12/17/2017,8am-10am,,,,,22,,,,
12/17/2017,10am-12pm,,,,36,10,,,0,
12/17/2017,10am-12pm,14,,,,,,,30,
12/17/2017,12pm-2pm,,,,,,,34,,
12/17/2017,12pm-2pm,,,,,,,,23,
12/17/2017,2pm-4pm,,19,,16,35,,,,
12/17/2017,2pm-4pm,,,,,,,,5,38
12/17/2017,4pm-6pm,,,,,36,,,,
12/17/2017,4pm-6pm,,,,,,6,,,11
12/17/2017,6pm-8pm,,,,,,,,,
12/17/2017,6pm-8pm,,,,,,33,,,
12/18/2017,8am-10am,,,,2,,,,,16
12/18/2017,8am-10am,,29,,,,,37,,33
12/18/2017,10am-12pm,27,,,,,21,,,
12/18/2017,10am-12pm,,26,2,,,16,,,
12/18/2017,12pm-2pm,,,,,,27,,,
12/18/2017,12pm-2pm,,,,30,,,,,
12/18/2017,2pm-4pm,,,,,34,,,,
12/18/2017,2pm-4pm,,,20,,39,,,,
12/19/2017,10am-12pm,,,,,,,,,
12/19/2017,8am-10am,,,,,2,,30,19,28
12/19/2017,8am-10am,,,,37,,,,,
12/19/2017,10am-12pm,,17,,,,,,,
12/19/2017,12pm-2pm,,,,,16,28,,21,
12/19/2017,12pm-2pm,,,,21,,33,,,
12/19/2017,2pm-4pm,5,,,,,,35,,
12/19/2017,2pm-4pm,,,,24,,,,,
12/19/2017,4pm-6pm,,,,,,,,,
12/19/2017,4pm-6pm,,,2,,,,,38,
12/19/2017,6pm-8pm,,3,,38,,,5,,
12/19/2017,6pm-8pm,,32,,,30,,36,,
12/20/2017,8am-10am,,,,,,,,,34
12/20/2017,8am-10am,,,,,,,,36,
12/20/2017,10am-12pm,,,,,30,,,,18
12/20/2017,10am-12pm,,,,,,,,14,
12/20/2017,12pm-2pm,,37,,,3,,37,22,3
12/20/2017,12pm-2pm,,,,,,,,,7
12/20/2017,2pm-4pm,,,,,,,29,,
12/20/2017,2pm-4pm,,,,,,,,,
12/20/2017,4pm-6pm,,21,,,,,,,
12/20/2017,6pm-8pm,,,,10,31,,,,
12/20/2017,4pm-6pm,,,,,,13,,,
